Question,Bot Response,Expected Response,Jaccard Similarity,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,Response Time
What is a grievance or complaint and what does it entail?,"
        ""If you believe that you have been treated unfairly, you can seek explanation and/or help. Such issues may concern an academic or staff member of the programme enrolled. Such issues may concern an extended semester or a prolonged period of your study fixated programme. Where possible, you may seek advice from your School/Centre Manager or other appropriate personnel. Such issues may concern an academic or staff member of the programme enrolled. Where possible, you may seek explanation and/or help. Such symmetrical treatment of students may amount to unfair discrimination. Where possible, you may seek explanation and/or help. Such issues may concern an academic or staff","If you believe that you have been treated unfairly, you can seek explanation and/or help. Such issues may concern an academic or administrative decision, the behavior of staff, the quality of teaching, the provision of services in the University, etc. However, the policy does not cover unsatisfactory academic progress, discipline, and exclusion for health and safety reasons. ",0.756756757,0.200304155,0.428571424,0.327868847,0.428571424,11.45806965
To whom should students address the their complaint?,"
        ""Most complaints can be resolved immediately. First, talk to the person about your concerns to see if your issue can be resolved. This person can be a student or a staff member of the IT Services Department. You may be requested to sit for a short chat with them about your issue and provide feedback. You may be required to disclose any relevant information (such as your programme ID, mobile phone) to the Security Officer or Head of Department. The two or more staff members of the IT Services Department will then be assigned to investigate and attempt to conciliate the matter. If the issue cannot be resolved at this level, you may submit a formal grievance (in","Most complaints can be resolved immediately. First, talk to the person about your concerns to see if your issue can be resolved. This person can be a student or a staff member of the University. If such a discussion is not appropriate or you feel uncomfortable about approaching the person, you may direct the complaint to the next appropriate level, such as your School/Centre Manager or the HOD. A senior member of staff will be assigned to investigate and attempt to conciliate the matter after receiving a complaint. If the issue cannot be resolved at this level, you may submit a formal grievance (in written form) to the Group Registrar of Sunway University.",0.760869565,0.489827722,0.591549291,0.50961538,0.591549291,12.48184992
How may students comment on the programme and its elaboration?,"
        ""3.7.2 The Committee may defer any decision where it feels further investigation is necessary to enable reasonable judgment to be made. If judgement is deferred, the Chair of the Committee shall initiate necessary investigations, and arrange of the Committee to reconvene to re-consider the appeal. 3.7.3 When the Committee finds that there are valid circumstances for appeal but is unable to uphold the appeal since it requires the School to operate outside the boundaries of the University Academic Regulations, the Committee shall refer the appeal to the Stage 2. 3.8 The Committee may defer any decision where it feels further investigation is necessary to enable reasonable judgment to","2.5 STUDENT FEEDBACK Student feedback is considered to be a vital element of the programme since it is through such feedback that the programme can be improved. There are a number of mechanisms for student feedback: At the end of each semester, an evaluation questionnaire will be issued. Each intake is entitled to nominate a student to act as representative on the Student-Staff Committee. The Committee meets once every long semester and encourages dialogue between students and staff in areas of administration, learning and teaching. Students are entitled to raise matters of concern or complaint with the lecturer, project supervisors or Programme Coordinator. Where appropriate a complaint may be made directly to the Dean.",0.666666667,4.64E-155,0.222222217,0.060301503,0.208333328,10.24767536
"From where can students find general rules and regulations, and what precautions should they take when posting information on the Internet?","
        ""2.6 UNIVERSITY RULES The Sunway University Code of Conduct Handbook contains information about the general rules and regulations applicable applicable to all students studying at the University. It also covers general policies and procedures which include student discipline proceedings. You may visit https://vine.sunway.edu.my to get the latest copy. 2.7 DOORS AND REGISTRAR You are strongly advised to take utmost care while posting information on the Internet. The College may take disciplinary action against any student committing such offences if it deems that the posted information is offensive. 3. CHANG",2.6 UNIVERSITY RULES The Sunway University Code of Conduct Handbook contains information about the general rules and regulations applicable applicable to all students studying at the University. It also covers general policies and procedures which include student discipline proceedings. You may visit https://vine.sunway.edu.my to get the latest copy. 2.7 BLOGGING You are advised to exercise caution when posting information (in any form) on the Internet and avoid writing anything defamatory or seditious in your posting against the reputation of Sunway University and staff (including lecturers).The University may take disciplinary action against any student committing such offences if it deems that the posted information is offensive.,0.826923077,0.637671749,0.819875771,0.742574252,0.819875771,7.398364024
What actions are prohibited and the reasons for their prohibition?,"
        ""5.3.2 BODILY VAPING Smoking or eating within the first 24 hours of a short semester will result in a breach of the health and safety protocols. All students who violate the health and safety protocols within the first 24 hours of a short semester will be disqualified. All students who violate the health and safety protocols within the first 24 hours of a short semester will be disqualified. 5.3.3 CRIMES Smoking or eating within the first 24 hours of a short semester will result in a breach of the health and safety protocols. All students who violate the health and safety protocols within the first 24 hours of a short semester"," 2.8 SMOKING AND VAPING Smoking or vaping is strictly prohibited when you are in all areas of Sunway campus (including areas such as car parks, sports facilities, toilets and campus accommodation). This prohibition covers all forms of smoking including cigarettes, real or electronic, pipes and other smoking utensils.",0.660377358,7.41E-79,0.186666662,0.044943815,0.186666662,8.045353281
In what ways does Sunway University provide support to students with disabilities?,"
        ""2.9 STUDENTS WITH DISABILITIES Students are strongly encouraged to disclose any disability (physical or learning difficulty) information to and seek advice and support from the Programme Leader/Coordinator. The University will seek to make reasonable arrangements where possible, to support students with disabilities. The University will seek to make reasonable arrangements where possible, to support students with learning difficulties.""
    ],
    [
        ""What are the services provided by the Student LIFE department's Sports unit and how can students contact them?"",
        ""Sports, Provides information","2.9 STUDENTS WITH DISABILITIES Students are strongly encouraged to disclose any disability (physical or learning difficulty) information to and seek advice and support from the Programme Leader/Coordinator. The University will seek to make reasonable adjustments to support the student whilst on the programme.The operation of appropriate special arrangements can be supported for students undertaking assessment, including timed examinations where a valid claim has been made and agreed in accordance with the relevant procedures (Appendix C). Requests for special arrangements may be refused where insufficient notice is given.",0.8,0.400459143,0.542635654,0.435897431,0.542635654,7.556309417
When are the Academic calendars available and where can they be accessed?,"
        ""3.1 ACADEMIC CALENDARS Academic calendars are published on a yearly basis and they are available in the Learning Management System, eLearn.""
    ],
    [
        ""What are the schools and their respective departments/centers at Sunway University?"",
        ""Department of Communication, Department of Film and Performing Arts Department of Art,and Design and Media are all under School of Interdisciplinary Studies (SINDS)""
    ],
    [
        ""What","3.1 ACADEMIC CALENDARS Academic calendars are published on a yearly basis and they are available in the Learning Management System, eLearn.",0.708333333,0.298587914,0.579710141,0.50632911,0.579710141,8.020045582
What are the crucial deadlines and timeframes to keep in mind for subject enrolment and making changes to enrolment within a semester?,"
        ""Each semester period is determined by a start-date and an end-date. Another important date within a semester period is the Add/Drop Subject period, which normally takes place within the first 2 weeks of a semester. This is the period where your subject enrolment is to be finalised. You are not taxpayer required to enrol for subjects in the new semester, so long as you have sufficient funds to pay for the additional subjects in the semester.""
    ],
    [
        ""When are the subject enrol","Each semester period is determined by a start-date and an end-date. Another important date within a semester period is the Add/Drop Subject period, which normally takes place within the first 2 weeks of a semester. This is the period where your subject enrolment is to be finalised. You are not allowed to change your subject enrolment for the semester after the Add/Drop Subject period. It is important to note that, certain fees paid are neither transferable nor refundable whether or not the adjustment of enrolment takes place within the Add/Drop Subject period. It is your responsibility to make yourself aware of the semester periods of the programme enrolled; the relevant Add/Drop Subject period and financial penalties. ",0.795454545,0.410517715,0.607999995,0.531791903,0.607999995,6.918940622
"What are the dates for subject enrolment, Add/Drop subjects, and subject withdrawal deadlines for both the long semester and short semester?","
        ""Students are required to be aware of the semester periods of the programme enrolled; the relevant Add/Drop subjects, and subject withdrawal deadlines for both the long semester and short semester. Students are required to be aware of the semester periods of the programme enrolled; the relevant Add/Drop subjects, and subject withdrawal deadlines for both the long semester and short semester. Obtaining the approval of HOD or School/Centre Manager of the programme enrolled will be required for the approval of the programme administrator. The approval must be granted within the first semester of the programme enrolled. The",Students should take note of the following deadlines. a) Subject Enrolment is Long Semester (14 weeks): Before week 1 and Short Semester (7 weeks) Before week 1. b) Last date to Add/Drop subjects is Long Semester (14 weeks): End of week 2 and Short Semester (7 weeks): End of week 1. c) Last date for subject withdrawal (with notation W in transcript) is Long Semester (14 weeks): End of week 10 and Short Semester (7 weeks): End of week 5. The tuition fee and other fees are stipulated in the fees structure of your programme. Semester fees must be paid in full on or before the commencement of new semester.,0.519230769,3.92E-155,0.339999995,0.043478256,0.299999995,7.236037359
"What are the payment deadlines for fees, what are the consequences for students with outstanding fees, and what are the different types of fees?","
        ""3.3 UNIVERSITY FEES AND CHARGES Fees due must be paid at the beginning of each semester. The Management reserves the right to exclude a student from attending classes and using campus facilities until the fees due are paid up. Any assessment or examination result(s), and academic transcripts shall be published in the Student Appeals Policy. 4.00 pm - 7.00 pm, Monday to Friday. For further information, please contact the following office: Tel: (6) 7491 8622 or email to finance@sunway.edu.my For more information","3.3 UNIVERSITY FEES AND CHARGES Fees due must be paid at the beginning of each semester. The Management reserves the right to exclude a student from attending classes and using campus facilities until the fees due are paid up. Any assessment or examination result(s), and academic transcripts shall be withheld if payment remains outstanding, and students concerned will not be able to enrol in subsequent semester or to graduate. Enrolment fee : upon accepting the offer of a place (non-refundable), Deposit : refundable, International admin fee : payable by semester *, Tuition fee : payable by semester *, Student resource fee 1 : payable by semester *, Compulsory General Studies subject fee: payable by subject (for Malaysian only)",0.770491803,0.383438426,0.569620248,0.497409321,0.569620248,6.896905321
What are some examples of additional fees that are not included in the list?,"What are the available payment options?"",
        ""There are various modes to choose from when making payment for fees. The following link provides you with full details of options available to you: https://university.sunway.edu.my/students/payment-instructions. For further information, please refer to the fees structure of the respective programme Terms and conditions apply for International Students. Please refer to the International Office(IO) for more information. 1. The student resource fee will be revised on a yearly basis and subject to change without prior notice. Any such change without prior notice will result in a fee refund of the fee","Other fees (according to the programme enrolled): Lab fee (computer/IT/science related subjects), Security deposit, Placement fee Practical fee, Uniform and Utensils fee, Examination/Exemption fee, (internal/external) Literacy test fee, Student pass/special pass fee for visa endorsement/extension. For more information about the types of fee payable, please refer to the fees structure of the respective programme Terms and conditions apply for International Students. Please refer to the International Office(IO) for more information. 1. The student resource fee will be revised on a yearly basis and subject to change without prior notice. 2. Other fees may exist, which are not listed in the above table.",0.75,0.454309767,0.555555551,0.449197856,0.555555551,11.4938488
